sample_id	ancestral_000	ancestral_001	ancestral_002	ancestral_003	ancestral_004	ancestral_005	ancestral_006	ancestral_007	ancestral_008	ancestral_009	ancestral_010	ancestral_011	ancestral_012	ancestral_013	ancestral_014	ancestral_015	ancestral_016	ancestral_017	ancestral_018	ancestral_019	ancestral_020	ancestral_021	ancestral_022	ancestral_023	ancestral_024	ancestral_025	ancestral_026	ancestral_027	ancestral_028	ancestral_029	ancestral_030	ancestral_031	ancestral_032	ancestral_033	ancestral_034	ancestral_035	ancestral_036	ancestral_037	ancestral_038	ancestral_039	ancestral_040	ancestral_041	ancestral_042	ancestral_043	ancestral_044	ancestral_045	ancestral_046	ancestral_047	ancestral_048	ancestral_049	ancestral_050	ancestral_051	ancestral_052	ancestral_053	ancestral_054	ancestral_055	ancestral_056	ancestral_057	ancestral_058	ancestral_059	ancestral_060	ancestral_061	ancestral_062	ancestral_063	ancestral_064	ancestral_065	ancestral_066	ancestral_067	ancestral_068	ancestral_069	ancestral_070	ancestral_071	ancestral_072	ancestral_073	ancestral_074	ancestral_075	ancestral_076	ancestral_077	ancestral_078	ancestral_079	ancestral_080	ancestral_081	ancestral_082	ancestral_083	ancestral_084	ancestral_085	ancestral_086	ancestral_087	ancestral_088	ancestral_089	ancestral_090	ancestral_091	ancestral_092	ancestral_093	ancestral_094	ancestral_095	ancestral_096	ancestral_097	ancestral_098	ancestral_099
wave1_h_alpha_u__c0040__sb0005__g100	0.009465327	0.005020377	0.000326113	0.000311536	0.008880028	0.024546623	0.018221498	0.020602636	0.002068746	0.002575189	0.050044574	0.000896262	0.005095694	0.000929358	0.000825712	0.00100858	0.001056885	0.01186195	0.000187062	0.000342825	0.008553298	0.044397482	0.001866483	0.019559081	0.000723667	0.000276143	0.002326063	0.002039211	0.000952905	0.000792569	0.051129256	0.003810993	0.00366756	0.003929003	0.000690309	0.002677092	0.00627984	0.000530522	0.00963302	0.000330974	0.000247639	0.001247873	0.000183841	0.042075561	0.001151361	0.000249456	0.000169654	0.000284105	0.005498242	0.000617787	0.084887986	0.00033142	0.001212788	0.00196681	0.000352498	0.067182953	0.000461058	0.006358574	0.0107872	0.044120063	0.000244808	0.000784223	0.003286478	0.001152363	0.065143813	0.000427808	0.006654047	0.010160823	0.00209486	0.000680724	0.03496508	0.007836252	0.002604661	0.003375784	0.000450159	0.000327304	0.000215412	0.000557683	0.001702292	0.016484426	0.094593664	0.002519123	0.000732586	0.000752169	0.013371527	0.007083246	0.004021401	0.00487866	0.066313424	0.000383994	0.001352045	0.008007232	0.00583692	0.003146906	0.005677039	0.004428794	0.00397939	0.000758937	0.014750191	0.000444437
wave1_h_alpha_u__c0040__sb0006__g100	0.00899212	0.005633091	0.000397234	0.000383295	0.00946919	0.023949384	0.018672405	0.020090674	0.00174547	0.002316006	0.049045416	0.000785905	0.005049614	0.001185441	0.001071901	0.001156708	0.001220856	0.01164742	0.000277389	0.000198282	0.009136048	0.041752229	0.002138397	0.019740875	0.000591593	0.000366076	0.00237037	0.002054487	0.000827583	0.000783871	0.05233787	0.003597949	0.003621777	0.003799179	0.000664713	0.002833062	0.006083585	0.000451338	0.010527564	0.000234555	0.000331319	0.00095061	0.000298844	0.044327331	0.000882765	0.000244822	0.000252248	0.000268854	0.004978604	0.000555071	0.087121798	0.000240885	0.001359462	0.001821387	0.000234862	0.065142365	0.000456907	0.006197248	0.011815234	0.040994052	0.000217656	0.000451083	0.003625768	0.00169698	0.063882751	0.000521924	0.006763957	0.009591041	0.002259717	0.00073286	0.035458659	0.007914692	0.00317087	0.002762134	0.000291322	0.000215437	0.000348984	0.00046448	0.002019601	0.015806864	0.0941563	0.002209993	0.000747591	0.0009138	0.013880369	0.007260101	0.003970023	0.005229796	0.068409126	0.000395933	0.001032961	0.008016519	0.006226904	0.003105751	0.005756601	0.004766129	0.003680657	0.000779913	0.015231991	0.000357172
wave1_h_alpha_u__c0040__sb0007__g100	0.009209651	0.005477116	0.000264627	0.000207096	0.009307257	0.024469269	0.018976699	0.020747006	0.002246839	0.0019852	0.048527331	0.000942988	0.004016631	0.000865693	0.000876855	0.000991871	0.001385852	0.012389432	0.000355122	0.000232611	0.009195617	0.04206957	0.002091217	0.020604997	0.000356218	0.000265471	0.002261951	0.002171702	0.000894697	0.000649185	0.051743988	0.002708312	0.003393394	0.003471227	0.00062597	0.002985754	0.00643341	0.000582542	0.011031078	0.000331451	0.000285634	0.000927932	0.000221629	0.04423788	0.001086813	0.000213568	0.000282888	0.000405198	0.00483859	0.000476142	0.086986664	0.000213438	0.001106556	0.001852106	0.000327642	0.066770023	0.000622333	0.006723724	0.010642381	0.044492753	0.000313261	0.000630713	0.003850903	0.001414906	0.06490585	0.000503092	0.006617906	0.009324292	0.002561026	0.000753526	0.033889039	0.007275525	0.002741182	0.002996788	0.000221069	0.0002429	0.000215032	0.000533334	0.001758428	0.016759248	0.09170869	0.00261127	0.000516852	0.000873097	0.013000064	0.007098661	0.003942735	0.005349711	0.068104099	0.000634823	0.001272567	0.007770943	0.005884972	0.003127505	0.006710746	0.004488665	0.003478171	0.000878341	0.014616686	0.000366591
wave1_h_alpha_u__c0040__sb0008__g100	0.009315785	0.005283485	0.000332663	0.000213896	0.009413574	0.023103941	0.018260597	0.020907549	0.001744096	0.002223569	0.048120012	0.000778054	0.004966482	0.00096406	0.000844058	0.001048908	0.001182016	0.01269447	0.000221121	0.000261834	0.009107852	0.043298605	0.001832973	0.018647326	0.000656235	0.000276546	0.002206754	0.002394247	0.001149455	0.00081374	0.05300741	0.003879933	0.003914012	0.003607554	0.000701654	0.003137986	0.006436136	0.000540659	0.0109557	0.000231746	0.000384795	0.000962486	0.000228282	0.042006779	0.001132507	0.000210493	0.000242767	0.000242792	0.00512178	0.000495476	0.088598187	0.000266294	0.001201119	0.002003525	0.000216461	0.065222541	0.000411387	0.006102282	0.011604179	0.043315412	0.000295274	0.000676688	0.003495216	0.001554057	0.063409853	0.000476817	0.006774969	0.009958703	0.00247854	0.000962059	0.034387853	0.007681864	0.002643961	0.002969034	0.000301896	0.000280983	0.000390364	0.000626469	0.002285015	0.017490967	0.092549202	0.002031174	0.000525536	0.000877185	0.013524959	0.007077722	0.004521255	0.005140218	0.067335732	0.000343175	0.00113097	0.007474133	0.00620156	0.003009508	0.005543136	0.004463697	0.00354902	0.0006854	0.015703422	0.000526177
wave1_h_alpha_u__c0040__sb0009__g100	0.009240596	0.004926129	0.000273718	0.000322988	0.009302946	0.023021429	0.017983739	0.020467651	0.002191192	0.001948448	0.049545794	0.000983156	0.004732207	0.000836323	0.000739664	0.001249753	0.001409045	0.012285326	0.000254871	0.000322152	0.009463761	0.04293952	0.001817509	0.019243847	0.000584347	0.000297168	0.002351088	0.002214244	0.001192189	0.000771238	0.052418463	0.003224301	0.003825265	0.003457283	0.000682284	0.002712558	0.005854112	0.000516105	0.011063367	0.000180788	0.000452358	0.001269632	0.000253712	0.041308971	0.001029561	0.000248427	0.000194024	0.000363662	0.004616069	0.00058702	0.085209568	0.000260869	0.001202277	0.00178693	0.000241887	0.065764375	0.000514733	0.006504705	0.01106512	0.04336019	0.0002831	0.000419811	0.003419166	0.00148036	0.065919352	0.000510982	0.00674142	0.010409761	0.002712537	0.000634452	0.035276262	0.007077964	0.00287102	0.002773432	0.000283312	0.000249886	0.000265649	0.000594065	0.001801846	0.015956755	0.095107419	0.002322209	0.000589079	0.000831965	0.012761048	0.006481535	0.003736776	0.005074393	0.070913717	0.000752201	0.001169647	0.007535873	0.006667245	0.003327334	0.006107006	0.004136346	0.003547122	0.000829979	0.01469074	0.00065658
wave1_h_alpha_u__c0040__sb0010__g100	0.008953653	0.005404234	0.000264627	0.000275369	0.009779377	0.023353145	0.019844286	0.021091899	0.001879477	0.002376279	0.051165298	0.00082482	0.004530069	0.000669102	0.000908862	0.001111878	0.001249466	0.012199745	0.000251452	0.000325278	0.009546197	0.043558251	0.001922392	0.019157299	0.000566988	0.000247227	0.00207823	0.001989143	0.000879118	0.000881604	0.051263622	0.003627009	0.00336324	0.004506587	0.000885552	0.00297158	0.006939134	0.00062641	0.010562151	0.000253167	0.000304103	0.000964579	0.000333977	0.043113595	0.001014579	0.00022691	0.000341229	0.000266129	0.005192676	0.000537415	0.087799698	0.000278813	0.001171866	0.001678369	0.000283607	0.065778663	0.000687908	0.006059812	0.010392823	0.04358209	0.000213013	0.000559254	0.003799669	0.001283501	0.065126248	0.000503469	0.006542855	0.01019756	0.002291491	0.000839883	0.034749618	0.007388334	0.002590602	0.003549343	0.000256764	0.000304508	0.000253445	0.000605236	0.002183312	0.015587611	0.090598769	0.002212502	0.00055585	0.000818561	0.012985358	0.007294374	0.003898566	0.004514505	0.067176422	0.000681693	0.000983009	0.008567915	0.005980697	0.002741752	0.005945092	0.004348314	0.003832632	0.000805969	0.014331921	0.000608325
wave1_h_alpha_u__c0040__sb0011__g100	0.009071225	0.006168341	0.000249939	0.000220249	0.0092991	0.022950873	0.018450723	0.020304459	0.002078509	0.002528841	0.050072228	0.000674605	0.00520513	0.000798379	0.000832096	0.001079418	0.00093855	0.012498249	0.000425801	0.000292364	0.008721413	0.040983938	0.001579376	0.020024592	0.000602043	0.000224628	0.00202872	0.002136052	0.000840592	0.000774059	0.052333982	0.003383312	0.003571679	0.004073387	0.000894208	0.002791274	0.006267898	0.000447053	0.010456968	0.000201169	0.00026444	0.001291239	0.000218259	0.045558205	0.000946262	0.000192352	0.000231291	0.000337762	0.00488746	0.000479418	0.085856271	0.000206815	0.001243875	0.002087246	0.000253311	0.065647147	0.000421979	0.006065242	0.011599837	0.042956842	0.00021024	0.000619411	0.00383899	0.001288181	0.065937441	0.000715518	0.007115264	0.009230675	0.002589643	0.001081364	0.032663809	0.007135906	0.002570112	0.003058579	0.000327807	0.000165859	0.000255148	0.000485155	0.002314117	0.015305643	0.095423946	0.00242675	0.000415014	0.001068178	0.013936244	0.006637102	0.003755909	0.005005203	0.068808179	0.000456565	0.001076589	0.007596895	0.006031903	0.003101959	0.006000392	0.003714674	0.003673724	0.00089065	0.015372015	0.000478572
wave1_h_alpha_u__c0040__sb0012__g100	0.009022043	0.005108081	0.000280627	0.000280195	0.009204222	0.022498188	0.019142896	0.021196865	0.001912514	0.002552342	0.049600672	0.000902033	0.004736661	0.000756449	0.000857322	0.000974333	0.00112142	0.013442627	0.000209702	0.000396071	0.009210845	0.040559822	0.001908437	0.01984594	0.00075939	0.000287489	0.00201376	0.002184241	0.00094823	0.000820159	0.050719653	0.003458546	0.003585032	0.003339583	0.000764605	0.002925751	0.006671173	0.000450292	0.010619798	0.000299467	0.000233164	0.001213739	0.00024679	0.04338104	0.00102587	0.000471686	0.000306007	0.000347393	0.004807155	0.000584163	0.083821075	0.000238949	0.001082949	0.001864923	0.00022083	0.064556089	0.000789449	0.006482942	0.011614421	0.044204529	0.000341664	0.000468861	0.003351508	0.001620721	0.064128463	0.000568696	0.007237495	0.009478297	0.002913551	0.000617245	0.034847753	0.007505412	0.002668063	0.002967465	0.00025281	0.000272057	0.000353551	0.000583648	0.001914912	0.018022662	0.096958351	0.002426696	0.000625971	0.000915821	0.013833232	0.006603256	0.00342727	0.005438564	0.068798895	0.00048062	0.000872297	0.007354337	0.006324545	0.003142282	0.005693169	0.004159209	0.003577618	0.000652229	0.014986802	0.000553363
wave1_h_alpha_u__c0041__sb0001__g100	0.004957326	0.004928201	2.8222e-05	2.8559e-05	0.017740645	0.0264756	0.020347037	0.028449787	0.000517014	0.000661866	0.059249558	8.5074e-05	0.001397471	8.4764e-05	0.000112338	0.003044585	0.001216954	0.007398187	2.8637e-05	2.8229e-05	0.006028825	0.053974949	0.004112379	0.024875643	0.000657279	2.8416e-05	0.00288221	0.001570029	0.001035465	8.6894e-05	0.044960243	0.003821549	0.010733985	0.001521888	8.5891e-05	0.005506327	0.006959688	9.1385e-05	0.010696466	0.001187788	2.842e-05	0.000604709	0.00092829	0.036650462	0.000113887	0.000456709	0.000119817	2.8429e-05	0.001713064	0.000963884	0.10154584	2.8441e-05	0.000914975	0.000622495	2.8735e-05	0.062009417	5.6687e-05	0.009107075	0.007690743	0.048076171	2.8348e-05	5.6809e-05	0.000815167	0.000141768	0.067561608	5.6927e-05	0.002658565	0.007653923	0.00224241	0.000592668	0.028578072	0.003884177	0.002996625	0.001257754	0.000838031	3.489e-05	0.000489905	0.002713482	0.000767819	0.02323058	0.093177965	0.000422464	0.008284958	0.000687707	0.016250964	0.008716163	0.00609825	0.003925451	0.04832675	0.000431485	0.000113389	0.005369274	0.004269087	0.003162143	0.004433483	0.005030478	0.003262647	0.001543543	0.010551508	5.716e-05
wave1_h_alpha_u__c0041__sb0002__g100	0.005719263	0.008966013	0.000259968	2.8346e-05	0.008602291	0.020944361	0.028004795	0.020287504	0.000551908	0.001268071	0.058980215	0.000538625	0.000848036	0.000661254	8.7274e-05	0.000113161	0.00429515	0.020791124	2.8354e-05	2.8478e-05	0.007297295	0.033056942	0.001838691	0.012074581	5.7492e-05	2.8539e-05	0.000994338	0.001736905	0.001830956	0.000258507	0.048769725	0.00446549	0.006766719	0.002369874	0.000129007	0.000610472	0.008105731	0.001174421	0.009336733	2.8681e-05	2.8249e-05	0.001268429	2.8203e-05	0.053184222	0.001314878	2.8385e-05	2.846e-05	2.8552e-05	0.00542207	0.005522777	0.083687965	2.8133e-05	0.001372816	0.001543952	2.8315e-05	0.060282113	0.002760495	0.003036234	0.014863223	0.055589695	7.5513e-05	5.663e-05	0.000661605	0.000387694	0.075418717	5.7772e-05	0.013704425	0.019934396	0.00026384	0.001073134	0.026716203	0.007638842	0.001220094	0.005062047	0.000104948	0.000368569	0.000432098	5.6936e-05	0.003766988	0.015149503	0.091951066	0.000263972	5.8761e-05	8.4858e-05	0.013980221	0.0017862	0.001840492	0.001792059	0.061186704	5.6927e-05	0.000165397	0.009333006	0.001691882	0.001877237	0.00426518	0.002860346	0.00578615	0.000283924	0.016546588	5.662e-05
wave1_h_alpha_u__c0041__sb0003__g100	0.016103802	0.004550286	0.000188308	6.2561e-05	0.013975033	0.02193771	0.018370492	0.02862764	0.003125028	0.003008539	0.034934209	8.5111e-05	0.007011845	0.001031198	0.000530607	0.00011367	0.004592915	0.01499723	2.9108e-05	4.9982e-05	0.007682445	0.031999294	0.000198977	0.022296754	0.000124302	2.8415e-05	0.001658417	0.006186584	0.002937411	8.487e-05	0.062134478	0.004152488	0.003643674	0.00174336	8.5533e-05	0.004199997	0.011329248	0.000441823	0.011287772	3.075e-05	2.8343e-05	0.00170877	0.00036266	0.032925769	0.000210257	2.8693e-05	0.000648393	2.8343e-05	0.005317957	5.6846e-05	0.086012581	0.00029872	0.001632222	0.002223412	2.8263e-05	0.069904915	0.000293125	0.009444084	0.008337906	0.044031866	0.000269591	5.6473e-05	0.001634266	0.000141777	0.06192479	0.002031991	0.012091118	0.007528502	0.00157127	8.5571e-05	0.043235026	0.010458676	0.002633618	0.00144224	2.8465e-05	2.839e-05	0.001046922	0.000353151	0.000325908	0.007224493	0.086225099	0.002292212	0.000333435	0.00013918	0.015629273	0.006618695	0.004998675	0.004114004	0.065559515	0.000955776	0.000616124	0.001900343	0.007586493	0.001432558	0.004584351	0.009763411	0.0109439	0.007438036	0.005601461	6.023e-05
wave1_h_alpha_u__c0041__sb0004__g100	0.008600569	0.007997024	3.0369e-05	8.6514e-05	0.009274641	0.029849599	0.025976485	0.033484049	0.001991625	0.003606568	0.058605065	0.000896355	0.003193478	8.5763e-05	0.000824867	0.002391366	0.000113647	0.019331776	2.9464e-05	0.000574062	0.023187146	0.043246052	0.000245152	0.012356643	0.001862592	2.8559e-05	0.000841629	0.004951641	8.9577e-05	0.001266416	0.038485512	0.00203854	0.004726798	0.001596526	0.000404179	0.003071539	0.004183036	0.000121398	0.007322591	2.8352e-05	0.000342971	0.0001144	2.8556e-05	0.049633609	0.000112883	2.8727e-05	3.3822e-05	0.000218421	0.005436433	0.000283899	0.090766861	2.8498e-05	0.002655001	0.001045644	3.1242e-05	0.067414083	0.000268185	0.007912531	0.013297353	0.02680124	7.9893e-05	0.002165931	0.002285665	0.000918718	0.047994879	0.00208852	0.007301867	0.006935745	0.000697904	0.000710939	0.028571646	0.003195329	0.006989098	0.003006061	2.8153e-05	2.8387e-05	2.822e-05	5.6677e-05	0.000485869	0.013797091	0.089884517	0.001331626	5.6933e-05	0.002145819	0.008130306	0.01135593	0.004759019	0.010989424	0.070910129	5.6593e-05	0.002594986	0.006527303	0.011709259	0.000780723	0.00498903	0.004080594	0.00129434	0.00357743	0.01395133	5.6594e-05
wave1_h_alpha_u__c0041__sb0005__g100	0.010727984	0.001587641	2.8365e-05	2.8512e-05	0.007933745	0.036010841	0.019230068	0.022556567	0.002547868	0.010296735	0.058474254	0.001254118	0.00153364	8.7215e-05	0.004446004	0.000818902	0.001451905	0.019150383	2.8635e-05	2.8593e-05	0.012470226	0.036741239	0.000198495	0.026488622	8.5203e-05	2.8528e-05	0.007654715	0.000614998	8.8765e-05	0.000668478	0.057457765	0.002813492	0.002424375	0.00239679	0.000169921	0.001700399	0.004829539	5.6519e-05	0.008548376	0.00080379	2.8449e-05	0.000114554	2.83e-05	0.04229681	0.00042523	2.8314e-05	2.8315e-05	0.000860711	0.003263624	0.00010386	0.073723893	2.827e-05	0.008603033	0.000279553	2.8663e-05	0.07727856	5.655e-05	0.00480032	0.014189798	0.046558095	2.8603e-05	0.001027413	0.003278732	0.000347896	0.074357122	5.8833e-05	0.004794708	0.009962707	0.000636014	0.000794669	0.037099131	0.009026801	0.001410958	0.002203417	2.8606e-05	3.0369e-05	2.838e-05	0.002427126	0.003867388	0.019248028	0.083905184	0.001334925	0.003811732	0.000127702	0.007719701	0.001587128	0.00139403	0.000513434	0.053575672	0.00040093	0.000115202	0.004458977	0.005938699	0.002204063	0.006457367	0.002582254	0.001744172	0.002583803	0.011644013	5.6999e-05
wave1_h_alpha_u__c0041__sb0006__g100	0.011940048	0.007093468	2.8422e-05	0.001064299	0.012104939	0.025546249	0.018749453	0.01524864	0.001054207	0.000232583	0.045794568	8.5522e-05	0.001587234	0.00250222	0.000218916	0.000116898	0.00011336	0.004217892	2.8253e-05	2.8177e-05	0.007461518	0.048633023	0.001353354	0.011182945	0.00128656	2.8311e-05	0.001598438	0.000414371	8.4872e-05	8.4959e-05	0.076233159	0.000893002	0.000905462	0.001967096	0.000163978	0.000348085	0.009858473	5.7306e-05	0.008555706	2.8479e-05	2.8298e-05	0.006435427	2.8786e-05	0.055732275	0.000740254	2.8429e-05	2.8593e-05	2.8271e-05	0.003451972	0.00034975	0.097714217	2.8444e-05	0.000113915	0.000482822	3.4137e-05	0.062764868	5.6692e-05	0.012102895	0.005130422	0.030907346	2.8301e-05	0.000638914	0.001832913	0.000987693	0.039915223	5.6818e-05	0.005719106	0.010185672	0.003949954	0.000639926	0.039338615	0.006018857	0.003120513	0.001367795	2.8645e-05	2.8525e-05	2.8349e-05	5.6765e-05	0.000560205	0.015886904	0.123686295	0.002586513	0.000723519	0.003268355	0.019452571	0.008869217	0.00257274	0.002736392	0.066354579	5.7065e-05	0.000882375	0.01045257	0.005911514	0.00199515	0.003254213	0.005744166	0.004774082	0.000284686	0.010865334	5.6713e-05
wave1_h_alpha_u__c0041__sb0007__g100	0.018304992	0.00490487	2.8162e-05	2.8608e-05	0.004602815	0.022225313	0.012060637	0.020970756	0.005648503	0.001069833	0.043473343	0.000403806	0.001364993	0.000198572	0.000477036	0.000113084	0.001922266	0.009110349	2.8361e-05	0.000426895	0.005791171	0.04480111	0.003092014	0.018642138	5.6515e-05	2.8635e-05	0.000750718	0.003355847	0.000125617	8.679e-05	0.034378997	0.00072914	0.006729509	0.002569164	0.000126874	0.002176307	0.003438963	5.7321e-05	0.016721353	2.8441e-05	2.8488e-05	0.001526002	2.8674e-05	0.05293537	0.000113164	2.8493e-05	2.9011e-05	0.000441798	0.000935298	0.00015373	0.089066853	2.8549e-05	0.000176514	0.000602679	0.000136377	0.103005123	5.7113e-05	0.000960746	0.023780157	0.046005118	2.8552e-05	5.7094e-05	0.002840279	0.000143836	0.073427105	5.6924e-05	0.005033229	0.014962492	0.009495417	0.000414804	0.038404932	0.003720977	0.003749795	0.004094435	0.000536865	0.000385797	2.8244e-05	0.00054291	0.000198594	0.017515505	0.078256762	0.000588335	5.7081e-05	0.00045819	0.006315744	0.004894302	0.00992056	0.001767673	0.064073471	0.000549776	0.0001561	0.011491507	0.002813734	0.001075337	0.008001474	0.002279904	0.003088357	8.673e-05	0.017341312	5.679e-05
wave1_h_alpha_u__c0041__sb0008__g100	0.002826641	0.009239711	0.000498659	2.8466e-05	0.010334051	0.023404738	0.020075004	0.019909172	0.001782513	0.00186945	0.048146868	0.000238193	0.003920368	8.558e-05	0.000137463	0.000718908	0.000414388	0.011471986	0.000205431	0.000150797	0.008594874	0.054522376	0.000510909	0.020213939	5.6764e-05	4.604e-05	0.002321682	0.004202318	0.001989775	0.000501531	0.069262739	0.012517273	0.001144355	0.001076126	8.5267e-05	0.001319468	0.006742027	5.7006e-05	0.025469638	2.8655e-05	2.8112e-05	0.000862638	2.8486e-05	0.033416579	0.000715216	0.000463254	2.8432e-05	2.8257e-05	0.005784657	5.655e-05	0.081766648	2.8191e-05	0.003035335	0.001613614	2.8691e-05	0.072055437	5.7386e-05	0.010015391	0.012875525	0.035350993	2.8477e-05	5.6598e-05	0.005808724	0.000918264	0.048492494	0.000710441	0.013174982	0.015006007	0.000458237	0.001129996	0.027439757	0.005083547	0.010730523	0.006474254	6.6512e-05	2.8689e-05	2.8586e-05	5.687e-05	0.000206133	0.017126022	0.083589332	0.00051025	0.000682372	8.5448e-05	0.016481859	0.004553781	0.009096269	0.002142903	0.058463158	0.000674858	0.001806632	0.006664937	0.002966424	0.002719636	0.005214728	0.004799494	0.001161836	0.001755559	0.019087468	0.000157402
